TIPO_DATO;DIRECCION_COMPLETA;DIRECCION AUXILIAR;CLASE_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;DÍA SEMANA;TURNO;HORA INICIO;HORA FINAL;URL GOOGLE MAPS;RESIDUOS ADMISIBLES
Punto Limpio Móvil;Calle Arrieta, 15 ;;Calle;Arrieta;número;15;1;CENTRO;439675,80;4474526,50;40.41918013;-3.711069993;Martes;Mañana;10:30;12:00;https://goo.gl/maps/w4y1woxHyhGsQCZv9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Barquillo, 4 ;;Calle;Barquillo;número;4;1;CENTRO;440994,61;4474572,62;40.41969013;-3.695529994;Sabado;Mañana;7:00;8:30;https://goo.gl/maps/hsHdwffQauSr7Y4aA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Cebada, 5-7 ;;Plaza;Cebada;número;5-7;1;CENTRO;439790,02;4473664,08;40.41132;-3.70927;Sabado;Tarde;14:00;15:30;https://goo.gl/maps/5r6sz7QbmnXoXr8B9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Conde Duque, 30 ;;Calle;Conde Duque;número;30;1;CENTRO;439762,85;4475482,28;40.42779649;-3.710134496;Martes;Mañana;7:00;8:30;https://goo.gl/maps/jGjBMu8PS57ZCmaG9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Glorieta Embajadores, 10 esquina calle Embajadores;esquina calle Embajadores;Glorieta;Embajadores;número;10;1;CENTRO;440360,07;4472982,46;40.40532;-3.70286;Sabado;Tarde;17:30;19:00;https://goo.gl/maps/Q1UWpobP3KfTyDSh8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Espíritu Santo, 26 Entro los números 26 y 28. Zona de carga y descarga;Entro los números 26 y 28. Zona de carga y descarga;Calle;Espíritu Santo;número;26;1;CENTRO;440311,69;4475218,53;40.42546013;-3.703639993;Sabado;Tarde;15:45;17:15;https://goo.gl/maps/uWkwCSk8FyKt47k3A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Lavapiés, 8 Zona de carga y descarga;Zona de carga y descarga;Plaza;Lavapiés;número;8;1;CENTRO;440499,65;4473354,35;40.40868013;-3.701249994;Sabado;Tarde;15:45;17:15;* parada sin placas;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Lope de Vega,  Frente al número 36;Frente al número 36;Calle;Lope de Vega;número;;1;CENTRO;440827,07;4473984,49;40.41438013;-3.697449994;Sabado;Mañana;8:45;10:15;https://goo.gl/maps/EFj65q8ucc6CY2Et7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Mayor, 29-30 Salida Calle Ciudad Rodrigo;Salida Calle Ciudad Rodrigo;Plaza;Mayor;número;29-30;1;CENTRO;440026,35;4474142,61;40.41574723;-3.706902053;Sabado;Mañana;10:30;12:00;* parada sin placas;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Príncipe, 18 ;;Calle;Príncipe;número;18;1;CENTRO;440580,55;4474086,94;40.41528547;-3.700364984;Martes;Tarde;15:45;17:15;https://goo.gl/maps/KiKKZ6x7jNVcx49DA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Ribera de Curtidores, 37- (A, B, C) ;;Calle;Ribera de Curtidores;número;37- (A, B, C);1;CENTRO;439996,74;4473123,76;40.40656682;-3.707154966;Martes;Tarde;19:15;20:45;https://goo.gl/maps/jKvzJjt2WLoBHpaP6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Glorieta Ruíz Jiménez, 8 ;;Glorieta;Ruíz Jiménez;número;8;1;CENTRO;440138,36;4475639,72;40.42924193;-3.705722844;Martes;Mañana;8:45;10:15;https://goo.gl/maps/jC96v18jidiyDNcG6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Santa Bárbara, 5 ;;Plaza;Santa Bárbara;número;5;1;CENTRO;440928,63;4475438,21;40.42748313;-3.696388041;Martes;Tarde;14:00;15:30;* parada sin placas;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Santa Isabel, 47 ;;Calle;Santa Isabel;número;47;1;CENTRO;440935,10;4473450,87;40.40958069;-3.696127206;Martes;Mañana;12:15;13:45;https://goo.gl/maps/jrMy4KLHSRpFJicAA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Segovia, 20 ;;Calle;Segovia;número;20;1;CENTRO;439571,88;4473948,99;40.41397013;-3.712239993;Martes;Tarde;17:30;19:00;https://goo.gl/maps/oWQY9oYVm3vqaZiz7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Silva, 25 ;;Calle;Silva;número;25;1;CENTRO;440134,50;4474823,78;40.4218911;-3.705691;Sabado;Tarde;17:30;19:00;https://goo.gl/maps/VFLh7j4Vt9TgtGhD7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Tirso de Molina, 16 Zona de carga y descarga;Zona de carga y descarga;Plaza;Tirso de Molina;número;16;1;CENTRO;440221,41;4473790,59;40.41259013;-3.704569993;Sabado;Mañana;12:15;13:45;https://goo.gl/maps/enH2do3NNP6R6r9EA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Arganda, 2 Frente al número 2;Frente al número 2;Calle;Arganda;número;2;2;ARGANZUELA;439813,61;4472287,38;40.399104;-3.709351;Martes;Tarde;15:45;17:15;https://goo.gl/maps/vfkKwKzh38w9AcEk9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Bustamante , 16 Edificio Ayuntamiento de Madrid;Edificio Ayuntamiento de Madrid;calle;Bustamante ;número;16;2;ARGANZUELA;441594,58;4472433,27;40.4004601355331;-3.68826187102883;Jueves;Mañana;8:45;10:15;https://goo.gl/maps/46a62zrKugFiZAGt7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Cerro de la Plata, 3 EMT;EMT;calle;Cerro de la Plata;número;3;2;RETIRO;442752,58;4472399,10;40.4002327303121;-3.6746135863849;Martes;Mañana;12:15;13:45;https://goo.gl/maps/uwez9NFY51Pk84PV6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Chopera, 12 ;;Paseo;Chopera;número;12;2;ARGANZUELA;440756,12;4471631,64;40.39317945;-3.698067172;Sabado;Tarde;15:45;17:15;https://goo.gl/maps/bBSmZXK7o3E6tUu39;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Cobre,  Frente al número 5;Frente al número 5;Calle;Cobre;numero;;2;ARGANZUELA;441506,60;4471686,88;40.39373013;-3.689229994;Martes;Tarde;17:30;19:00;https://goo.gl/maps/mJnrT377bHTyQduM7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Delicias, 68 ;;Paseo;Delicias;número;68;2;ARGANZUELA;441080,38;4472315,18;40.39936013;-3.694309994;Martes;Mañana;12:15;13:45;https://goo.gl/maps/ogz3E1t6a8xkGotG6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Delicias, 24 ;;Paseo;Delicias;número;24;2;ARGANZUELA;441144,57;4472990,16;40.4054452;-3.693616009;Sabado;Mañana;12:15;13:45;https://goo.gl/maps/LtHjiwVY5GzGB1dWA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Delicias, 122 ;;Paseo;Delicias;número;122;2;ARGANZUELA;441031,38;4471817,71;40.39487516;-3.694841268;Sabado;Tarde;14:00;15:30;https://goo.gl/maps/GeCJxWDuwCMHGhps8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Embajadores, 274 ;;Calle;Embajadores;número;274;2;ARGANZUELA;441501,17;4470772,24;40.38549013;-3.689209994;Martes;Tarde;19:15;20:45;https://goo.gl/maps/WRkxZoki5CFQdR3J7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Esperanza, 21 ;;Paseo;Esperanza;número;21;2;ARGANZUELA;440234,97;4472511,69;40.40107013;-3.704289993;Martes;Mañana;8:45;10:15;https://goo.gl/maps/fEUPTPr6N532vPaJ6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Fernando Poo, 36 Frente, esquina Divino Vallés;Frente, esquina Divino Vallés;Calle;Fernando Poo;número;36;2;ARGANZUELA;440606,99;4472014,76;40.39662013;-3.699859994;Martes;Mañana;10:30;12:00;https://goo.gl/maps/Kt4QsTjhEvtr7bpWA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Francisco Morano, 3 En la rotonda entre las salidas de Paseo Imperial y Paseo de los Pontones;En la rotonda entre las salidas de Paseo Imperial y Paseo de los Pontones;Plaza;Francisco Morano;número;3;2;ARGANZUELA;439221,37;4472922,62;40.4046986;-3.716273022;Sabado;Tarde;19:15;20:45;https://goo.gl/maps/75kziLvnCz94qUyS8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Fray Luis de León,  Intersección con Calle Juan Sebastian Elcano, 17;Intersección con Calle Juan Sebastian Elcano, 17;Calle;Fray Luis de León;número;;2;ARGANZUELA;440713,46;4472921,95;40.40480013;-3.698689994;Martes;Tarde;14:00;15:30;https://goo.gl/maps/KZYz5HmCzbU2fr738;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Juan Antonio Vallejo-Nájera Botas,  Intersección con Plaza Ortega y Munilla, detrás de la entrada a la estación de Cercanías de Pirámides;Intersección con Plaza Ortega y Munilla, detrás de la entrada a la estación de Cercanías de Pirámides;Paseo;Juan Antonio Vallejo-Nájera Botas;número;;2;ARGANZUELA;439635,23;4472715,18;40.40285996;-3.711376364;Sabado;Tarde;17:30;19:00;https://goo.gl/maps/wKYt7Xd9bux4S4w67;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Juan Duque,  Intersección con Calle Fósforo;Intersección con Calle Fósforo;Calle;Juan Duque;número;;2;ARGANZUELA;438941,39;4473524,50;40.41010013;-3.719629993;Martes;Mañana;7:00;8:30;https://goo.gl/maps/hEdUyKzgzfT8U4o77;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Legazpi, 5 Intersección con Paseo del Molino;Intersección con Paseo del Molino;Plaza;Legazpi;número;5;2;ARGANZUELA;441030,60;4471362,47;40.3907741;-3.694808258;Sabado;Mañana;8:45;10:15;https://goo.gl/maps/Myt2ASzDH9eYcoCP9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Méndez Álvaro, 1 Puerta de Atocha;Puerta de Atocha;calle;Méndez Álvaro;número;1;2;ARGANZUELA;441255,97;4473136,22;40.4067688513445;-3.69231672404241;Martes;Mañana;10:30;12:00;https://goo.gl/maps/GzyZ7Bh2NnF6EWNP8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Méndez Álvaro, 44 edficio Repsol;edficio Repsol;calle;Méndez Álvaro;número;44;2;ARGANZUELA;441966,39;4472215,35;40.3985229910894;-3.68386081508759;Jueves;Mañana;7:00;8:30;https://goo.gl/maps/xKTu8EzA6uiaBkfeA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Santa María de la Cabeza, 64 ;;Paseo;Santa María de la Cabeza;número;64;2;ARGANZUELA;440610,31;4472447,21;40.40051605;-3.699861192;Sabado;Mañana;10:30;12:00;https://goo.gl/maps/phm6hfmjiaYokQdj7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Amado Nervo,  Frente al número 12;Frente al número 12;Calle;Amado Nervo;;;3;RETIRO;442788,50;4473396,48;40.40922013;-3.674279994;Jueves;Mañana;10:30;12:00;https://goo.gl/maps/QGDyYczjZW5JxKRRA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Doctor Esquerdo, 152 ;;Calle;Doctor Esquerdo;número;152;3;RETIRO;442898,22;4472780,66;40.40368003;-3.672931679;Lunes;Mañana;12:15;13:45;https://goo.gl/maps/p6aiU1kfmzm9jxvw8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Doctor Esquerdo, 94 Esquina Avenida de Nazaret, frente al número 125;Esquina Avenida de Nazaret, frente al número 125;Calle;Doctor Esquerdo;número;94;3;RETIRO;443159,45;4473673,17;40.41173813;-3.669933119;Lunes;Tarde;15:45;17:15;https://goo.gl/maps/4dNMYPb1JZJ7Gccy7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Estrella Polar, 22 ;;Calle;Estrella Polar;número;22;3;RETIRO;443476,57;4473573,20;40.41085914;-3.666186786;Lunes;Mañana;7:00;8:30;https://goo.gl/maps/WPowABk8oHt5CrAd6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Ibiza, 60 ;;Calle;Ibiza;número;60;3;RETIRO;443060,56;4474360,16;40.41792013;-3.671159994;Jueves;Mañana;8:45;10:15;https://goo.gl/maps/sQ2x3ZTTaLR7akUcA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Marqués de Lozoya,  Frente al número 26;Frente al número 26;Calle;Marqués de Lozoya;número;;3;RETIRO;443735,01;4474353,96;40.41791013;-3.663209994;Jueves;Mañana;7:00;8:30;https://goo.gl/maps/ne2KAZXswSBAJPZ3A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Menéndez Pelayo,  Frente al número 29, en la acera de El Retiro;Frente al número 29, en la acera de El Retiro;Avenida;Menéndez Pelayo;número;;3;RETIRO;442393,46;4474445,91;40.41864668;-3.679030573;Lunes;Mañana;8:45;10:15;https://goo.gl/maps/1QRYeYgcLEcB2s7j6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Menéndez Pelayo, 95 ;;Avenida;Menéndez Pelayo;número;95;3;RETIRO;442376,92;4473120,55;40.40670603;-3.679105448;Lunes;Mañana;10:30;12:00;https://goo.gl/maps/qWevta69eYaKAhGGA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Montalbán, 7-9 Edificio Ayuntamiento de Madrid;Edificio Ayuntamiento de Madrid;calle;Montalbán;número;7-9;3;RETIRO;441449,91;4474405,04;40.4182126836302;-3.69014800469709;Martes;Mañana;8:45;10:15;https://goo.gl/maps/PiNCz8MMgnLAd6bBA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Narváez, 82 ;;Calle;Narváez;número;82;3;RETIRO;442600,30;4474216,15;40.41659121;-3.676571862;Lunes;Tarde;17:30;19:00;https://goo.gl/maps/pBnU3fRkigSBmp59A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Reina Cristina,  Frente al número 5, intersección a la Calle Julián Gayarre;Frente al número 5, intersección a la Calle Julián Gayarre;Paseo;Reina Cristina;número;;3;RETIRO;442007,41;4473121,63;40.40669013;-3.683459994;Jueves;Tarde;14:00;15:30;https://goo.gl/maps/6P4XKnqRqActVTJv7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Saliente,  Frente al número 10;Frente al número 10;Calle;Saliente;número;;3;RETIRO;443446,55;4474466,02;40.41890013;-3.666619994;Lunes;Tarde;19:15;20:45;https://goo.gl/maps/dpvjjibPUsLzbR2G9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Seco, 2 ;;Calle;Seco;número;2;3;RETIRO;442978,33;4472290,07;40.39926602;-3.671943717;Lunes;Tarde;14:00;15:30;https://goo.gl/maps/dkrMKUpKNkqotwMR6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Téllez, 26 Intersección con Calle León Gil Palacio;Intersección con Calle León Gil Palacio;Calle;Téllez;número;26;3;RETIRO;442345,67;4472637,26;40.40235013;-3.679429994;Jueves;Tarde;15:45;17:15;https://goo.gl/maps/tbaXsYk2z1tBbCzi7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Valderribas, 25 C ;;Calle;Valderribas;número;25 C;3;RETIRO;443125,43;4472621,32;40.40226013;-3.670239994;Jueves;Mañana;12:15;13:45;https://goo.gl/maps/uuupudVvbyKBAKm5A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Alcalá, 237 Junto a Plaza de Toros de las Ventas;Junto a Plaza de Toros de las Ventas;Calle;Alcalá;número;237;4;SALAMANCA;443683,25;4475825,97;40.43116732;-3.663950523;Jueves;Tarde;17:30;19:00;* parada sin placas;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Alcalde Sainz de Baranda , 92 frente. (Fachada Parque Fuente del Berro).;frente. (Fachada Parque Fuente del Berro).;calle;Alcalde Sainz de Baranda ;número;92;4;SALAMANCA;443788,85;4474709,95;40.4211207544295;-3.66260692996813;Jueves;Mañana;10:30;12:00;https://goo.gl/maps/JdEsKxXEffHyX3GC8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Berlín, 3 ;;Calle;Berlín;número;3;4;SALAMANCA;443741,93;4476969,20;40.44147013;-3.663359994;Sabado;Tarde;14:00;15:30;https://goo.gl/maps/7Z8VnM61f3ZyvZRJ6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Brescia, 2 Intersección con Calle Biarritz;Intersección con Calle Biarritz;Calle;Brescia;número;2;4;SALAMANCA;443651,03;4476418,00;40.43649844;-3.664382838;Jueves;Tarde;19:15;20:45;https://goo.gl/maps/4uPdarffFyV6QW34A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle del Pilar de Zaragoza, 57 Itersección con Calle José Picón;Itersección con Calle José Picón;Calle;del Pilar de Zaragoza;número;57;4;SALAMANCA;443058,63;4476339,41;40.43575013;-3.671359994;Sabado;Mañana;12:15;13:45;https://goo.gl/maps/rcDNkHyNiyxZrrnz9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Doctor Esquerdo, 47 ;;Calle;Doctor Esquerdo;número;47;4;SALAMANCA;443283,00;4474940,14;40.42316013;-3.668589994;Sabado;Tarde;15:45;17:15;https://goo.gl/maps/T1u9NfKrE66TV4BV8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Francisco Silvela,  Intersección con Calle Florestón Aguilar junto al Parque Eva Duarte;Intersección con Calle Florestón Aguilar junto al Parque Eva Duarte;Calle;Francisco Silvela;número;;4;SALAMANCA;443134,13;4475731,17;40.4302759;-3.670415455;Jueves;Tarde;15:45;17:15;https://goo.gl/maps/E3bcLedPJkSgo7Dt8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle General Díaz Porlier, 41 ;;Calle;General Díaz Porlier;número;41;4;SALAMANCA;442571,45;4475523,90;40.42837013;-3.677029994;Sabado;Tarde;17:30;19:00;https://goo.gl/maps/nbND1crsKbE4Kf569;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Goya, 107 ;;Calle;Goya;número;107;4;SALAMANCA;442907,80;4475125,97;40.42480849;-3.673029266;Jueves;Mañana;8:45;10:15;https://goo.gl/maps/DQkJqK9azn84PaqK9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Jose Ortega y Gasset, 8 ;;Calle;Jose Ortega y Gasset;número;8;4;SALAMANCA;441807,06;4475732,94;40.43020013;-3.686059994;Sabado;Mañana;8:45;10:15;https://goo.gl/maps/ougsBskwxS19qiiY8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Juan Bravo, 35-37 Intersección con Calle General Pardiñas ;Intersección con Calle General Pardiñas ;Calle;Juan Bravo;número;35-37;4;SALAMANCA;442486,06;4476004,10;40.43269013;-3.678079994;Sabado;Mañana;10:30;12:00;https://goo.gl/maps/qTDXbp1BhHeNoUS6A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Marqués de Zafra, 32 ;;Paseo;Marqués de Zafra;número;32;4;SALAMANCA;443646,54;4475219,93;40.42570533;-3.664329592;Jueves;Mañana;7:00;8:30;https://goo.gl/maps/jp5bidSi87Nt7RA59;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Narváez, 44 ;;Calle;Narváez;número;44;4;SALAMANCA;442625,56;4474589,96;40.41996042;-3.676307861;Jueves;Mañana;10:30;12:00;* parada sin placas;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Velázquez, 48 ;;Calle;Velázquez;número;48;4;SALAMANCA;441987,53;4475362,83;40.42687862;-3.68389872;Jueves;Mañana;12:15;13:45;https://goo.gl/maps/rbVTL7xmkAQynDwo8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Velázquez, 89 ;;Calle;Velázquez;número;89;4;SALAMANCA;442019,84;4476160,84;40.4340697;-3.683590638;Jueves;Tarde;14:00;15:30;https://goo.gl/maps/GcCz7B7XKhHfTZaB6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Villanueva, 20 Intersección con Calle Claudio Coello;Intersección con Calle Claudio Coello;Calle;Villanueva;número;20;4;SALAMANCA;441714,67;4474870,03;40.42242013;-3.687069994;Sabado;Tarde;19:15;20:45;https://goo.gl/maps/DmYHeedWhg6A28LXA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida  Alfonso XIII, 65 ;;Avenida; Alfonso XIII;número;65;5;CHAMARTIN;443422,20;4478377,68;40.45413668;-3.667255232;Lunes;Tarde;14:00;15:30;https://goo.gl/maps/Va4YKRehdzTcWwAS6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Alberto Alcocer, 28 ;;Avenida;Alberto Alcocer;número;28;5;CHAMARTIN;442019,60;4478870,53;40.45847985;-3.683840815;Lunes;Tarde;17:30;19:00;https://goo.gl/maps/JFKEfYT2BJYHMXfr9;http://run.gob.es/PuntoMOVILResiduos
