TIPO_DATO;DIRECCION_COMPLETA;DIRECCION AUXILIAR;CLASE_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;DÍA SEMANA;TURNO;HORA INICIO;HORA FINAL;URL GOOGLE MAPS;RESIDUOS ADMISIBLES
Punto Limpio Móvil;Calle Montearagón, 11 ;;Calle;Montearagón;número;11;16;HORTALEZA;444177,72;4479401,51;40.46341089;-3.658435542;Martes;Tarde;15:45;17:15;https://goo.gl/maps/e4K3sPXmvfS4ccxb9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Moscatelar, 35 ;;Calle;Moscatelar;número;35;16;HORTALEZA;445183,23;4478714,89;40.45729245;-3.646516762;Jueves;Mañana;10:30;12:00;https://goo.gl/maps/YszK7Rz7kMMnXFXu7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Niceto Alcalá Zamora, 78 Intersección con Vicente Blasco Ibañez;Intersección con Vicente Blasco Ibañez;Avenida;Niceto Alcalá Zamora;número;78;16;HORTALEZA;444716,97;4483076,55;40.4965535;-3.652395738;Sabado;Tarde;14:00;15:30;https://goo.gl/maps/RtTBdhtgrBSWCLYX9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Prunos, 44 Intersección con Avenida Arroyo del Santo;Intersección con Avenida Arroyo del Santo;Avenida;Prunos;número;44;16;HORTALEZA;447250,82;4478174,33;40.45255663;-3.622087825;Sabado;Mañana;8:45;10:15;https://goo.gl/maps/mdNyL5kobem8XJnz7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida San Luis, 27 ;;Avenida;San Luis;número;27;16;HORTALEZA;444307,38;4480241,88;40.47099013;-3.656979994;Jueves;Mañana;7:00;8:30;https://goo.gl/maps/xQfPgbwJHVo9yeZZ6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Silvano, 97 Frente al número 97, intersección con Avenida Machupichu;Frente al número 97, intersección con Avenida Machupichu;Calle;Silvano;número;97;16;HORTALEZA;446183,56;4479298,34;40.46261384;-3.634768951;Jueves;Mañana;12:15;13:45;https://goo.gl/maps/3XsQTGDTLEtWu5YX9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Camino Viejo de Burgos, 24 ;;Camino;Viejo de Burgos;número;24;16;HORTALEZA;446488,70;4481435,19;40.48188344;-3.63135024;Sabado;Tarde;17:30;19:00;https://goo.gl/maps/QaS6AbdpSjkdusPH7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Virgen del Carmen,  Acera impares, frente al número 84;Acera impares, frente al número 84;Avenida;Virgen del Carmen;número;;16;HORTALEZA;445107,14;4480737,23;40.47550565;-3.647589094;Sabado;Tarde;19:15;20:45;https://goo.gl/maps/Nmb8Hc9HzJDWVWmR8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Alberto Palacios, 1 Intersección con Plaza Ágata;Intersección con Plaza Ágata;Paseo;Alberto Palacios;número;1;17;VILLAVERDE;439756,38;4466455,18;40.34647541;-3.709357091;Miércoles;Mañana;7:00;8:30;https://goo.gl/maps/CkpmWx6yEbieVXm68;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Alberto Palacios, 76 ;;Paseo;Alberto Palacios;número;76;17;VILLAVERDE;439229,76;4466149,51;40.34368355;-3.715528398;Miércoles;Mañana;8:45;10:15;https://goo.gl/maps/JwELtcu8kTTgEG5f7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Arroyo de la Bulera,  Frente al número 11;Frente al número 11;Calle;Arroyo de la Bulera;número;;17;VILLAVERDE;442204,91;4465591,73;40.33887013;-3.680449994;Viernes;Mañana;12:15;13:45;https://goo.gl/maps/9tQTBgzQ5kMFEqNn6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Berrocal, 14 ;;Calle;Berrocal;número;14;17;VILLAVERDE;442442,55;4466535,77;40.34739104;-3.677737378;Miércoles;Mañana;12:15;13:45;https://goo.gl/maps/yh4KUFrYUYDgxiEr9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Berrocal, 72 ;;Calle;Berrocal;número;72;17;VILLAVERDE;442647,27;4465842,89;40.34116319;-3.675264764;Viernes;Tarde;14:00;15:30;https://goo.gl/maps/29FnH9gBf8FSvcm47;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Carmen de Burgos, 4 ;;Calle;Carmen de Burgos;número;4;17;VILLAVERDE;441841,64;4467654,27;40.35742549;-3.684914537;Viernes;Tarde;15:45;17:15;https://goo.gl/maps/BVxXkSd7shccUk2B9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Ciudadania, 6 ;;Calle;Ciudadania;número;6;17;VILLAVERDE;441214,79;4467553,92;40.35647756;-3.692286994;Miércoles;Tarde;14:00;15:30;https://goo.gl/maps/Jw54GMykLUU1sC3H9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Godella,  Detrás del número 100, en la plaza frente al 116;Detrás del número 100, en la plaza frente al 116;Calle;Godella;número;;17;VILLAVERDE;441525,68;4465807,01;40.340762;-3.688466;Miércoles;Mañana;10:30;12:00;https://goo.gl/maps/8NRV8qv1VD2k546M7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle la Canción del Olvido, 47 ;;Calle;la Canción del Olvido;número;47;17;VILLAVERDE;440576,44;4467618,06;40.35701013;-3.699809994;Viernes;Tarde;19:15;20:45;https://goo.gl/maps/pZHe8U1VXCxGKZyb8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle La del Manojo de Rosas, 14 ;;Calle;La del Manojo de Rosas;número;14;17;VILLAVERDE;440769,53;4467935,53;40.35988379;-3.697565708;Miércoles;Tarde;17:30;19:00;https://goo.gl/maps/eRmCNkQ4FLk9mxdK7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle La del Manojo de Rosas, 95 ;;Calle;La del Manojo de Rosas;número;95;17;VILLAVERDE;440687,52;4467186,95;40.35313432;-3.698461892;Miércoles;Tarde;19:15;20:45;https://goo.gl/maps/PbW4bauQRijasPHE6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Laguna Rodrigo, 7 ;;Calle;Laguna Rodrigo;número;7;17;VILLAVERDE;440014,09;4467024,04;40.35161857;-3.7063763;Viernes;Tarde;19:15;20:45;https://goo.gl/maps/Aiah4S81BmL8CXib7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Rosales,  Intersección con Calle Tántalo;Intersección con Calle Tántalo;Avenida;Rosales;número;;17;VILLAVERDE;442294,55;4467199,50;40.35336013;-3.679539994;Viernes;Mañana;10:30;12:00;https://goo.gl/maps/BR5q4h1Lk9Rwu2846;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Santa Petronila,  Intersección con Calle José del Pino;Intersección con Calle José del Pino;Calle;Santa Petronila;número;;17;VILLAVERDE;441210,83;4466913,96;40.35071212;-3.692274736;Viernes;Tarde;17:30;19:00;https://goo.gl/maps/CD4BtEPPSh2enMZh6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Tertulia,  Intersección con Calle Círculo;Intersección con Calle Círculo;Calle;Tertulia;número;;17;VILLAVERDE;441157,83;4468197,15;40.36226806;-3.693017119;Miércoles;Tarde;15:45;17:15;https://goo.gl/maps/X2zWWRDXRE5pJCHcA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Embalse de Navacerrada,  Frente al número 50;Frente al número 50;Calle;Embalse de Navacerrada;número;;18;VILLA DE VALLECAS;448920,51;4468158,40;40.36243065;-3.601593679;Jueves;Mañana;12:15;13:45;https://goo.gl/maps/dhwk9GYjj7EUaaxs6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Enrique García Álvarez,  Frente al número 10;Frente al número 10;Calle;Enrique García Álvarez;número;;18;VILLA DE VALLECAS;447815,84;4470316,07;40.38180013;-3.614779994;Martes;Mañana;12:15;13:45;https://goo.gl/maps/ZdGSUj3V8HZr7aJS9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Federico García Lorca, 3 ;;Paseo;Federico García Lorca;número;3;18;VILLA DE VALLECAS;447286,42;4470053,98;40.37940569;-3.620995046;Jueves;Tarde;15:45;17:15;* parada sin placas;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Fuentespina, 10 ;;Calle;Fuentespina;número;10;18;VILLA DE VALLECAS;448482,94;4470052,83;40.37947013;-3.606899994;Martes;Tarde;14:00;15:30;https://goo.gl/maps/Cn1wwYkX921sBAhSA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Gavia, 14 ;;Avenida;Gavia;número;14;18;VILLA DE VALLECAS;448175,45;4469566,88;40.37507331;-3.610482743;Jueves;Tarde;17:30;19:00;https://goo.gl/maps/hPFJGhVKBFgCrTZb6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Gran Vía del Suereste, 55 ;;Avenida;Gran Vía del Suereste;número;55;18;VILLA DE VALLECAS;449631,14;4467582,44;40.35728524;-3.59317915;Jueves;Mañana;7:00;8:30;https://goo.gl/maps/ChvJkXuqwzXJH5Hx8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Gran Vía del Suereste, 11 ;;Avenida;Gran Vía del Suereste;número;11;18;VILLA DE VALLECAS;450106,99;4468329,42;40.36404321;-3.587633913;Jueves;Mañana;8:45;10:15;https://goo.gl/maps/41rbK3q9Cfm3mjTe8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Las Suertes,  Frente al número 67;Frente al número 67;Avenida;Las Suertes;número;;18;VILLA DE VALLECAS;449614,83;4468373,88;40.36441415;-3.593433734;Jueves;Mañana;10:30;12:00;https://goo.gl/maps/UbXyZ9tzuuraHidV8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Bulevar Naturaleza, 13 ;;Bulevar;Naturaleza;número;13;18;VILLA DE VALLECAS;446534,33;4469272,76;40.37232002;-3.629789046;Martes;Mañana;10:30;12:00;https://goo.gl/maps/EkHoEM6Sb1cmutZc7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Peñaranda de Bracamonte, 53 ;;Calle;Peñaranda de Bracamonte;número;53;18;VILLA DE VALLECAS;448130,30;4468637,39;40.366697;-3.61093895;Martes;Mañana;7:00;8:30;https://goo.gl/maps/kLU1h5TgzjJwfCJy7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Puentelarrá, 13 ;;Calle;Puentelarrá;número;13;18;VILLA DE VALLECAS;448281,15;4470386,89;40.38246707;-3.609304279;Jueves;Tarde;19:15;20:45;https://goo.gl/maps/xKWjxmFbaFdgFNHg9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Sierra Vieja, 1 ;;Calle;Sierra Vieja;número;1;18;VILLA DE VALLECAS;446556,28;4469822,16;40.37727079;-3.629576569;Jueves;Tarde;14:00;15:30;https://goo.gl/maps/3fWFn5NNkBQj1j1u9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Villa de Vallecas, 13 ;;Avenida;Villa de Vallecas;número;13;18;VILLA DE VALLECAS;447453,54;4468963,83;40.36959542;-3.618936523;Martes;Mañana;8:45;10:15;https://goo.gl/maps/xzg5FYy2TZQSNPFf8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Abad Juan Catalán, 52-56 ;;Calle;Abad Juan Catalán;número;52-56;19;VICALVARO;449729,34;4473042,68;40.40648092;-3.592453479;Miércoles;Tarde;19:15;20:45;https://goo.gl/maps/6XgFhdgQyw5Rxrv88;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Blas de Lezo, 22 ;;Avenida;Blas de Lezo;número;22;19;VICALVARO;453115,63;4473036,70;40.4066246; -3.552546;Viernes;Mañana;12:15;13:30;https://goo.gl/maps/Rq4Np9AFPxA6kfSe6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Casalarreina, 3 Intersección con Plaza de la Vicalvarada;Intersección con Plaza de la Vicalvarada;Calle;Casalarreina;número;3;19;VICALVARO;448194,60;4473379,15;40.409418;-3.610567255;Miércoles;Tarde;14:00;15:30;https://goo.gl/maps/g2CFqGiz9Wkfsxcj9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Cordel de Pavones, 46 ;;Calle;Cordel de Pavones;número;46;19;VICALVARO;447409,97;4472099,07;40.39783703;-3.619708485;Jueves;Mañana;10:30;12:00;https://goo.gl/maps/85QxiiSEihpZ3AAy5;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Bulevar Indalecio Prieto, 9 ;;Bulevar;Indalecio Prieto;número;9;19;VICALVARO;447398,27;4472699,83;40.40324833;-3.619895988;Jueves;Mañana;12:15;13:45;https://goo.gl/maps/uuGFVq3W6RbSh77F7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Minerva,  Intersección con Calle Campo de la Torre, 19;Intersección con Calle Campo de la Torre, 19;Calle;Minerva;número;;19;VICALVARO;448630,35;4471993,27;40.39696013;-3.605319994;Jueves;Mañana;7:00;8:30;https://goo.gl/maps/hkQxexZYNc3ddGgj9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Minerva, 7 ;;Calle;Minerva;número;7;19;VICALVARO;449254,82;4472752,19;40.40383525;-3.598022415;Miércoles;Tarde;17:30;19:00;https://goo.gl/maps/G5UztoHFe5NvkT6x7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Pergamino,  Frente al número 30;Frente al número 30;Calle;Pergamino;número;;19;VICALVARO;447068,35;4471749,02;40.39466194;-3.623704718;Jueves;Mañana;8:45;10:15;https://goo.gl/maps/JujuD4pn8Mk8CNdx6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Villardondiego, 39-41 ;;Calle;Villardondiego;número;39-41;19;VICALVARO;448405,20;4472827,04;40.40445729;-3.60804054;Miércoles;Tarde;15:45;17:15;https://goo.gl/maps/jrH7JKZ3a36xz84i7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Albarracín, , 35 Edificio Ayuntamiento de Madrid;Edificio Ayuntamiento de Madrid;calle;Albarracín, ;número;35;20;SAN BLAS - CANILLEJAS;446527,99;4475878,75;40.4318305270171;-3.63041864358532;Jueves;Mañana;12:15;13:45;https://goo.gl/maps/VohQkC9y1xD1a343A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Albericia,  Intersección con Calle Arcos del Jalón;Intersección con Calle Arcos del Jalón;Calle;Albericia;número;;20;SAN BLAS - CANILLEJAS;447785,80;4475053,34;40.42447465;-3.615522535;Jueves;Tarde;15:45;17:15;https://goo.gl/maps/ZKEAEq3yTgUSYaKE7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Boltaña, 20 ;;Calle;Boltaña;número;20;20;SAN BLAS - CANILLEJAS;447977,19;4477307,56;40.44479404;-3.613450944;Sabado;Mañana;8:45;10:15;https://goo.gl/maps/SunPAWQn8AxwcuVS8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Carpintería,  Intersección con Calle Amposta;Intersección con Calle Amposta;Calle;Carpintería;número;;20;SAN BLAS - CANILLEJAS;447187,13;4475180,25;40.42558013;-3.622589994;Miércoles;Mañana;12:15;13:45;https://goo.gl/maps/zFWgjL6EKq6jBums7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Castillo de Uclés,  Intersección con Calle Castillo de Simancas y frente a Calle Yuncos, 1;Intersección con Calle Castillo de Simancas y frente a Calle Yuncos, 1;Calle;Castillo de Uclés;número;;20;SAN BLAS - CANILLEJAS;447136,02;4475688,59;40.43015635;-3.623234722;Miércoles;Mañana;8:45;10:15;https://goo.gl/maps/pSf69wL4WKj8nGtr7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Fermina Sevillano, 26 ;;Avenida;Fermina Sevillano;número;26;20;SAN BLAS - CANILLEJAS;451740,97;4477286,90;40.44483484;-3.56906922;Viernes;Mañana;7:00;8:30;https://goo.gl/maps/HKGQgCn1CrHT2wx68;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Guadalajara,  Intersección con Calle San Román del Valle;Intersección con Calle San Román del Valle;Avenida;Guadalajara;número;;20;SAN BLAS - CANILLEJAS;447314,62;4474482,15;40.41929933;-3.621029333;Jueves;Tarde;14:00;15:30;https://goo.gl/maps/V1iUrc4RR55bfE9n9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Hellin, 17 ;;Avenida;Hellin;número;17;20;SAN BLAS - CANILLEJAS;447762,06;4475755,67;40.43080013;-3.615859994;Miércoles;Mañana;10:30;12:00;https://goo.gl/maps/CwpagervNwcr18SCA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Hermanos García Noblejas, 1 ;;Avenida;Hermanos García Noblejas;número;1;20;SAN BLAS - CANILLEJAS;445922,76;4476537,04;40.43772165;-3.637609719;Miércoles;Mañana;7:00;8:30;https://goo.gl/maps/MzhH4H3H7WExGWcbA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Nicolasa Gómez,  Frente al número 80;Frente al número 80;Calle;Nicolasa Gómez;número;;20;SAN BLAS - CANILLEJAS;448113,18;4476603,52;40.43846013;-3.611789994;Sabado;Mañana;10:30;12:00;https://goo.gl/maps/t2jY1Lp6vSx2Gs9k6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Niza, 25 En el tramo de vía entre los números 13 y 25;En el tramo de vía entre los números 13 y 25;Avenida;Niza;número;25;20;SAN BLAS - CANILLEJAS;448518,74;4475431,44;40.42792648;-3.606913356;Jueves;Tarde;17:30;19:00;https://goo.gl/maps/qMUjh4BvzJ46ddg3A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Segunda,  Frente al número 5 aproximadamente;Frente al número 5 aproximadamente;Avenida;Segunda;número;;20;SAN BLAS - CANILLEJAS;449598,47;4477580,64;40.44735399;-3.594355582;Viernes;Mañana;8:45;10:15;https://goo.gl/maps/K6HKFrcMykaF8hTd9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Sofía,  Intersección con Calle Bélgica, 205;Intersección con Calle Bélgica, 205;Calle;Sofía;número;;20;SAN BLAS - CANILLEJAS;448969,61;4475577,51;40.42927013;-3.601609994;Jueves;Tarde;19:15;20:45;https://goo.gl/maps/nXovtMEN6bjRCi3M9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Tampico, 79 ;;Calle;Tampico;número;79;20;SAN BLAS - CANILLEJAS;446094,48;4477316,37;40.44475344;-3.635651261;Sabado;Mañana;7:00;8:30;https://goo.gl/maps/RX4jX781uARmG7d2A;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Paseo Alameda de Osuna, , 50 ;;Paseo;Alameda de Osuna, ;número;50;21;BARAJAS;449316,50;4478388,17;40.4546115269435;-3.59774492487677;Jueves;Tarde;17:30;19:00;https://goo.gl/maps/ExmFAxqYELKTLphG7;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Babilonia, 33 ;;Calle;Babilonia;número;33;21;BARAJAS;450420,08;4479808,83;40.46747627;-3.584841288;Jueves;Tarde;19:15;20:45;https://goo.gl/maps/5rFXeMMG7ps6wKAg8;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Bahia de Cádiz, 32 ;;Calle;Bahia de Cádiz;número;32;21;BARAJAS;449612,88;4479406,74;40.46380544;-3.594330551;Jueves;Tarde;17:30;19:00;https://goo.gl/maps/UuPdvyEu8QoVbnVg6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Logroño , 160-162 Entrada Residencial El Capricho;Entrada Residencial El Capricho;Avenida;Logroño ;número;160-162;21;BARAJAS;450664,16;4480634,97;40.4749331667577;-3.58202653065271;Jueves;Tarde;19:15;20:45;https://goo.gl/maps/wMWqxJJe5LyTCP3u5;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Avenida Manuel Fraga Iribarne, 35 ;;Avenida;Manuel Fraga Iribarne;número;35;21;BARAJAS;448402,34;4482129,60;40.48826013;-3.608829994;Jueves;Tarde;14:00;15:30;https://goo.gl/maps/cYRHVSZfXZ9hjTTGA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Mayor de Barajas, 19 ;;Plaza;Mayor de Barajas;número;19;21;BARAJAS;451060,24;4480473,35;40.47350059;-3.57734166;Martes;Mañana;12:15;13:45;https://goo.gl/maps/yEKbmnSKNGTU8wJC9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Plaza Navío, 1 ;;Plaza;Navío;número;1;21;BARAJAS;450116,69;4478506,26;40.45572379;-3.588317484;Martes;Mañana;8:45;10:15;https://goo.gl/maps/hVhTWsaHN4wYwH7N9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Playa de Zarauz, 1 ;;Calle;Playa de Zarauz;número;1;21;BARAJAS;449780,61;4480454,48;40.47325425;-3.592435163;Jueves;Tarde;15:45;17:15;https://goo.gl/maps/pBjeZCN4ihNSBakEA;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Pradoluengo, 243 ;;Calle;Pradoluengo;número;243;21;BARAJAS;450648,62;4478009,91;40.45128409;-3.582005708;Martes;Mañana;7:00;8:30;https://goo.gl/maps/r6jSq1NP6mWufRXU9;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;calle Ribera del Sena, 21 esquina con Estrasburgo Edificio Ayuntamiento de Madrid;esquina con Estrasburgo Edificio Ayuntamiento de Madrid;calle;Ribera del Sena;número;21;21;BARAJAS;447632,56;4479217,25;40.4619759490284;-3.61767209392875;Jueves;Tarde;14:00;15:30;https://goo.gl/maps/Z9K2MKmaFGtoWtSm6;http://run.gob.es/PuntoMOVILResiduos
Punto Limpio Móvil;Calle Rioja, 27 ;;Calle;Rioja;número;27;21;BARAJAS;450374,70;4478971,54;40.45993074;-3.585311084;Martes;Mañana;10:30;12:00;https://goo.gl/maps/1t9zjPPhqbdAKqxV8;http://run.gob.es/PuntoMOVILResiduos
